Architecture    Offer                   Publisher    Sku                              Urn                                                                         Version
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202506060                     24.04.202506060
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202507010                     24.04.202507010
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202507080                     24.04.202507080
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202508010                     24.04.202508010
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202508210                     24.04.202508210
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202508220                     24.04.202508220
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202509100                     24.04.202509100
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202509110                     24.04.202509110
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202509120                     24.04.202509120
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202509160                     24.04.202509160
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202509170                     24.04.202509170
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202510010                     24.04.202510010
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202510140                     24.04.202510140
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202510210                     24.04.202510210
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202512181                     24.04.202512181
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202601300                     24.04.202601300
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202603120                     24.04.202603120
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202603290                     24.04.202603290
Arm64           ubuntu-24_04-lts        Canonical    server-arm64                     Canonical:ubuntu-24_04-lts:server-arm64:24.04.202604160                     24.04.202604160
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202404230                      24.04.202404230
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202406170                      24.04.202406170
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202407011                      24.04.202407011
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202407100                      24.04.202407100
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202407160                      24.04.202407160
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202408060                      24.04.202408060
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202408090                      24.04.202408090
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202408210                      24.04.202408210
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202409040                      24.04.202409040
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202409120                      24.04.202409120
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202409260                      24.04.202409260
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202410110                      24.04.202410110
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202410170                      24.04.202410170
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202411030                      24.04.202411030
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202501090                      24.04.202501090
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202502040                      24.04.202502040
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202502210                      24.04.202502210
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202504080                      24.04.202504080
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202505020                      24.04.202505020
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202505090                      24.04.202505090
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202505210                      24.04.202505210
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202506060                      24.04.202506060
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202507010                      24.04.202507010
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202507080                      24.04.202507080
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202508010                      24.04.202508010
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202508210                      24.04.202508210
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202508220                      24.04.202508220
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202509100                      24.04.202509100
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202509120                      24.04.202509120
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202509160                      24.04.202509160
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202509170                      24.04.202509170
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202510010                      24.04.202510010
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202510140                      24.04.202510140
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202510210                      24.04.202510210
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202512181                      24.04.202512181
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202601300                      24.04.202601300
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202603120                      24.04.202603120
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202603290                      24.04.202603290
x64             ubuntu-24_04-lts        Canonical    server-gen1                      Canonical:ubuntu-24_04-lts:server-gen1:24.04.202604160                      24.04.202604160
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202506120             24.04.202506120
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202506260             24.04.202506260
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202507180             24.04.202507180
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202508010             24.04.202508010
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202509120             24.04.202509120
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202509130             24.04.202509130
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202509140             24.04.202509140
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202509170             24.04.202509170
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202509210             24.04.202509210
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202510010             24.04.202510010
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202510020             24.04.202510020
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202510150             24.04.202510150
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202510220             24.04.202510220
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202512181             24.04.202512181
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202602150             24.04.202602150
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202602180             24.04.202602180
Arm64           ubuntu-24_04-lts        Canonical    specialized-hardware             Canonical:ubuntu-24_04-lts:specialized-hardware:24.04.202604150             24.04.202604150
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202404230                       24.04.202404230
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202407011                       24.04.202407011
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202407100                       24.04.202407100
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202407110                       24.04.202407110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202408010                       24.04.202408010
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202408150                       24.04.202408150
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202408280                       24.04.202408280
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202408300                       24.04.202408300
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202409040                       24.04.202409040
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202409060                       24.04.202409060
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202409110                       24.04.202409110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202409170                       24.04.202409170
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202409270                       24.04.202409270
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202410010                       24.04.202410010
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202410040                       24.04.202410040
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202410170                       24.04.202410170
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202410310                       24.04.202410310
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202501090                       24.04.202501090
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202502040                       24.04.202502040
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202502210                       24.04.202502210
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202504080                       24.04.202504080
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202505020                       24.04.202505020
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202505090                       24.04.202505090
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202505230                       24.04.202505230
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202506060                       24.04.202506060
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202506100                       24.04.202506100
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202507010                       24.04.202507010
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202507090                       24.04.202507090
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202507290                       24.04.202507290
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202507310                       24.04.202507310
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202508210                       24.04.202508210
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202508220                       24.04.202508220
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202508280                       24.04.202508280
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202509110                       24.04.202509110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202509120                       24.04.202509120
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202509130                       24.04.202509130
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202509140                       24.04.202509140
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202509180                       24.04.202509180
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202510020                       24.04.202510020
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202510140                       24.04.202510140
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202510150                       24.04.202510150
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202510210                       24.04.202510210
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202512181                       24.04.202512181
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202602150                       24.04.202602150
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202603290                       24.04.202603290
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro                       Canonical:ubuntu-24_04-lts:ubuntu-pro:24.04.202604130                       24.04.202604130
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409060                 24.04.202409060
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409110                 24.04.202409110
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409170                 24.04.202409170
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202409270                 24.04.202409270
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410010                 24.04.202410010
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410040                 24.04.202410040
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410170                 24.04.202410170
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202410310                 24.04.202410310
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202501090                 24.04.202501090
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202502040                 24.04.202502040
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202502210                 24.04.202502210
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202505020                 24.04.202505020
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202505090                 24.04.202505090
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202505230                 24.04.202505230
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202506100                 24.04.202506100
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202507010                 24.04.202507010
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202507090                 24.04.202507090
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202507290                 24.04.202507290
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202507310                 24.04.202507310
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202508210                 24.04.202508210
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202508220                 24.04.202508220
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202508280                 24.04.202508280
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202509100                 24.04.202509100
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202509110                 24.04.202509110
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202509120                 24.04.202509120
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202509130                 24.04.202509130
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202509140                 24.04.202509140
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202509170                 24.04.202509170
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202509180                 24.04.202509180
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202510020                 24.04.202510020
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202510140                 24.04.202510140
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202510150                 24.04.202510150
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202510210                 24.04.202510210
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202512181                 24.04.202512181
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202602150                 24.04.202602150
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202603290                 24.04.202603290
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-arm64                 Canonical:ubuntu-24_04-lts:ubuntu-pro-arm64:24.04.202604130                 24.04.202604130
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202407180                   24.04.202407180
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202408060                   24.04.202408060
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202408300                   24.04.202408300
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202409110                   24.04.202409110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202409270                   24.04.202409270
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202410010                   24.04.202410010
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202502040                   24.04.202502040
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202505210                   24.04.202505210
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202506060                   24.04.202506060
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202507030                   24.04.202507030
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202507090                   24.04.202507090
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202507250                   24.04.202507250
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202507300                   24.04.202507300
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202509100                   24.04.202509100
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202509120                   24.04.202509120
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202509180                   24.04.202509180
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202509190                   24.04.202509190
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202511130                   24.04.202511130
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202512181                   24.04.202512181
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202601280                   24.04.202601280
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-cvm                   Canonical:ubuntu-24_04-lts:ubuntu-pro-cvm:24.04.202604160                   24.04.202604160
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202404230                  24.04.202404230
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202407011                  24.04.202407011
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202407100                  24.04.202407100
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202407110                  24.04.202407110
