Architecture    Offer                   Publisher    Sku                              Urn                                                                         Version
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202408010                  24.04.202408010
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202408150                  24.04.202408150
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202408280                  24.04.202408280
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202408300                  24.04.202408300
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202409040                  24.04.202409040
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202409060                  24.04.202409060
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202409110                  24.04.202409110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202409170                  24.04.202409170
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202409270                  24.04.202409270
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202410010                  24.04.202410010
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202410040                  24.04.202410040
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202410170                  24.04.202410170
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202410310                  24.04.202410310
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202501090                  24.04.202501090
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202502040                  24.04.202502040
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202502210                  24.04.202502210
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202504080                  24.04.202504080
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202505020                  24.04.202505020
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202505090                  24.04.202505090
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202505230                  24.04.202505230
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202506060                  24.04.202506060
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202506100                  24.04.202506100
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202507010                  24.04.202507010
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202507090                  24.04.202507090
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202507290                  24.04.202507290
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202507310                  24.04.202507310
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202508210                  24.04.202508210
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202508220                  24.04.202508220
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202508280                  24.04.202508280
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202509110                  24.04.202509110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202509120                  24.04.202509120
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202509130                  24.04.202509130
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202509140                  24.04.202509140
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202509180                  24.04.202509180
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202510020                  24.04.202510020
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202510140                  24.04.202510140
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202510150                  24.04.202510150
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202510210                  24.04.202510210
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202512181                  24.04.202512181
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202602150                  24.04.202602150
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202603290                  24.04.202603290
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-gen1                  Canonical:ubuntu-24_04-lts:ubuntu-pro-gen1:24.04.202604130                  24.04.202604130
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal               Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal:24.04.202509120               24.04.202509120
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal               Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal:24.04.202511130               24.04.202511130
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal               Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal:24.04.202512181               24.04.202512181
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal               Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal:24.04.202603110               24.04.202603110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal               Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal:24.04.202603310               24.04.202603310
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-arm64         Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-arm64:24.04.202509120         24.04.202509120
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-arm64         Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-arm64:24.04.202511130         24.04.202511130
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-arm64         Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-arm64:24.04.202512181         24.04.202512181
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-arm64         Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-arm64:24.04.202603110         24.04.202603110
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-arm64         Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-arm64:24.04.202603310         24.04.202603310
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-gen1          Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-gen1:24.04.202509120          24.04.202509120
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-gen1          Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-gen1:24.04.202511130          24.04.202511130
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-gen1          Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-gen1:24.04.202512181          24.04.202512181
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-gen1          Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-gen1:24.04.202603110          24.04.202603110
x64             ubuntu-24_04-lts        Canonical    ubuntu-pro-minimal-gen1          Canonical:ubuntu-24_04-lts:ubuntu-pro-minimal-gen1:24.04.202603310          24.04.202603310
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202506120  24.04.202506120
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202506260  24.04.202506260
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202507160  24.04.202507160
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202507250  24.04.202507250
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202507310  24.04.202507310
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202509110  24.04.202509110
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202509120  24.04.202509120
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202509140  24.04.202509140
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202509160  24.04.202509160
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202509180  24.04.202509180
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202510020  24.04.202510020
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202510210  24.04.202510210
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202512181  24.04.202512181
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202602060  24.04.202602060
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202602180  24.04.202602180
Arm64           ubuntu-24_04-lts        Canonical    ubuntu-pro-specialized-hardware  Canonical:ubuntu-24_04-lts:ubuntu-pro-specialized-hardware:24.04.202604140  24.04.202604140
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202511120                    24.04.202511120
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202511240                    24.04.202511240
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202512010                    24.04.202512010
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202512181                    24.04.202512181
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601070                    24.04.202601070
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601080                    24.04.202601080
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601120                    24.04.202601120
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601140                    24.04.202601140
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601210                    24.04.202601210
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601220                    24.04.202601220
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601280                    24.04.202601280
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202601300                    24.04.202601300
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602160                    24.04.202602160
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602170                    24.04.202602170
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602180                    24.04.202602180
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602190                    24.04.202602190
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602200                    24.04.202602200
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602210                    24.04.202602210
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602220                    24.04.202602220
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602230                    24.04.202602230
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602240                    24.04.202602240
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602250                    24.04.202602250
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602260                    24.04.202602260
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602270                    24.04.202602270
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202602280                    24.04.202602280
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603010                    24.04.202603010
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603020                    24.04.202603020
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603030                    24.04.202603030
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603040                    24.04.202603040
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603050                    24.04.202603050
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603060                    24.04.202603060
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603070                    24.04.202603070
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603080                    24.04.202603080
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603090                    24.04.202603090
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603100                    24.04.202603100
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603110                    24.04.202603110
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603120                    24.04.202603120
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603250                    24.04.202603250
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603260                    24.04.202603260
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603270                    24.04.202603270
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603280                    24.04.202603280
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603290                    24.04.202603290
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202603310                    24.04.202603310
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604010                    24.04.202604010
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604080                    24.04.202604080
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604090                    24.04.202604090
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604110                    24.04.202604110
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604120                    24.04.202604120
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604140                    24.04.202604140
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604150                    24.04.202604150
x64             ubuntu-24_04-lts-daily  Canonical    minimal                          Canonical:ubuntu-24_04-lts-daily:minimal:24.04.202604160                    24.04.202604160
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202511120              24.04.202511120
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202511240              24.04.202511240
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202512010              24.04.202512010
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202512181              24.04.202512181
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601070              24.04.202601070
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601080              24.04.202601080
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601120              24.04.202601120
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601140              24.04.202601140
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601210              24.04.202601210
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601220              24.04.202601220
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601280              24.04.202601280
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202601300              24.04.202601300
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602160              24.04.202602160
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602170              24.04.202602170
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602180              24.04.202602180
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602190              24.04.202602190
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602200              24.04.202602200
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602210              24.04.202602210
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602220              24.04.202602220
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602230              24.04.202602230
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602240              24.04.202602240
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602250              24.04.202602250
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602260              24.04.202602260
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602270              24.04.202602270
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202602280              24.04.202602280
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603010              24.04.202603010
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603020              24.04.202603020
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603030              24.04.202603030
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603040              24.04.202603040
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603050              24.04.202603050
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603060              24.04.202603060
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603070              24.04.202603070
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603080              24.04.202603080
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603090              24.04.202603090
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603100              24.04.202603100
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603110              24.04.202603110
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603120              24.04.202603120
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603240              24.04.202603240
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603250              24.04.202603250
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603260              24.04.202603260
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603280              24.04.202603280
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603290              24.04.202603290
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202603310              24.04.202603310
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604010              24.04.202604010
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604080              24.04.202604080
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604090              24.04.202604090
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604110              24.04.202604110
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604120              24.04.202604120
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604140              24.04.202604140
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604150              24.04.202604150
Arm64           ubuntu-24_04-lts-daily  Canonical    minimal-arm64                    Canonical:ubuntu-24_04-lts-daily:minimal-arm64:24.04.202604160              24.04.202604160
